x,y,z,v
0,8,2,7.281
0,9,2,-6.285
1,0,2,3.613
1,1,2,-10.065
1,2,2,2.923
1,3,2,-11.902
1,4,2,10.119
1,5,2,8.595
1,6,2,1.799
1,7,2,-8.560
1,8,2,2.065
1,9,2,5.694
2,0,2,5.510
2,1,2,-7.288
2,2,2,-12.262
2,3,2,-4.240
2,4,2,-3.106
2,5,2,-10.537
2,6,2,-11.890
2,7,2,7.184
2,8,2,2.967
2,9,2,-6.890
3,0,2,-10.043
3,1,2,-3.865
3,2,2,1.406
3,3,2,10.484
3,4,2,9.416
3,5,2,7.889
3,6,2,6.839
3,7,2,-4.279
3,8,2,-11.408
3,9,2,-7.832
4,0,2,9.007
4,1,2,2.304
4,2,2,10.366
4,3,2,4.287
4,4,2,6.000
4,5,2,10.600
4,6,2,3.874
4,7,2,-7.971
4,8,2,-4.041
4,9,2,-4.873
5,0,2,-8.561
5,1,2,9.092
5,2,2,-11.419
5,3,2,-9.474
5,4,2,10.738
5,5,2,2.732
5,6,2,-7.410
5,7,2,-12.383
5,8,2,1.830
5,9,2,-7.316
6,0,2,-4.927
6,1,2,-5.046
6,2,2,-2.864
6,3,2,5.203
6,4,2,-3.621
6,5,2,10.095
6,6,2,-10.555
6,7,2,10.192
6,8,2,-5.458
6,9,2,-8.227
7,0,2,9.719
7,1,2,-8.651
7,2,2,1.223
7,3,2,10.262
7,4,2,9.320
7,5,2,-3.655
7,6,2,-12.129
7,7,2,-3.673
7,8,2,3.192
7,9,2,4.393
8,0,2,6.490
8,1,2,5.467
8,2,2,-5.878
8,3,2,-9.440
8,4,2,8.647
8,5,2,-12.006
8,6,2,9.580
8,7,2,2.788
8,8,2,-11.536
8,9,2,-11.933
9,0,2,-6.514
9,1,2,-9.715
9,2,2,8.481
9,3,2,5.904
9,4,2,-3.267
9,5,2,-4.726
9,6,2,-12.367
9,7,2,-7.107
9,8,2,-7.069
9,9,2,-5.361
0,0,3,9.782
0,1,3,10.869
0,2,3,-2.384
0,3,3,1.977
0,4,3,-8.065
0,5,3,-2.680
0,6,3,-6.985
0,7,3,1.915
0,8,3,-4.333
0,9,3,11.465
1,0,3,-6.713
1,1,3,-3.588
1,2,3,11.426
1,3,3,3.800
1,4,3,6.711
1,5,3,8.753
1,6,3,-4.237
1,7,3,8.525
1,8,3,-9.195
1,9,3,-2.864
2,0,3,-2.151
2,1,3,-3.161
2,2,3,4.926
2,3,3,3.553
2,4,3,2.156
2,5,3,5.614
2,6,3,-5.819
2,7,3,11.319
2,8,3,10.658
2,9,3,-11.164
3,0,3,-4.360
3,1,3,-9.045
3,2,3,6.861
3,3,3,7.339
3,4,3,-2.735
3,5,3,-9.865
3,6,3,6.462
3,7,3,-7.485
3,8,3,7.938
3,9,3,-11.315
4,0,3,7.649
4,1,3,7.376
4,2,3,-5.681
4,3,3,10.667
4,4,3,11.165
4,5,3,11.292
4,6,3,-10.772
4,7,3,-11.654
4,8,3,1.737
4,9,3,9.394
5,0,3,-3.405
5,1,3,9.243
5,2,3,-3.316
5,3,3,-4.751
5,4,3,7.895
5,5,3,10.687
5,6,3,-11.456
5,7,3,3.490
5,8,3,8.556
5,9,3,-11.155
6,0,3,5.591
6,1,3,8.345
6,2,3,2.308
6,3,3,-9.667
6,4,3,-8.781
6,5,3,9.784
6,6,3,-9.180
6,7,3,-5.383
6,8,3,-2.004
6,9,3,-10.776
7,0,3,11.253
7,1,3,-8.220
7,2,3,-7.508
7,3,3,6.780
7,4,3,-9.098
7,5,3,7.665
7,6,3,9.322
7,7,3,-7.338
7,8,3,-11.695
7,9,3,-5.338
8,0,3,-10.167
8,1,3,3.308
8,2,3,-8.834
8,3,3,6.837
8,4,3,8.495
8,5,3,2.351
8,6,3,-9.342
8,7,3,10.573
8,8,3,-4.788
8,9,3,-8.277
9,0,3,-4.667
9,1,3,3.341
9,2,3,3.438
9,3,3,2.003
9,4,3,-8.525
9,5,3,-9.740
9,6,3,-2.299
9,7,3,5.955
9,8,3,7.139
9,9,3,4.077
0,0,4,-1.858
0,1,4,-4.156
0,2,4,-9.464
0,3,4,8.253
0,4,4,-1.368
0,5,4,11.314
0,6,4,10.021
0,7,4,3.712
0,8,4,6.860
0,9,4,-1.525
1,0,4,7.406
1,1,4,-10.941
1,2,4,-1.892
1,3,4,9.160
1,4,4,-7.357
1,5,4,-3.657
1,6,4,9.273
1,7,4,9.310
1,8,4,12.481
1,9,4,7.035
2,0,4,-8.271
2,1,4,5.349
2,2,4,-10.784
2,3,4,10.455
2,4,4,8.674
2,5,4,-2.664
2,6,4,-3.320
2,7,4,7.295
2,8,4,6.884
2,9,4,9.777
3,0,4,11.787
3,1,4,-10.976
3,2,4,8.330
3,3,4,-4.492
3,4,4,-5.834
3,5,4,4.962
3,6,4,-8.247
3,7,4,2.650
3,8,4,-4.421
3,9,4,-4.259
4,0,4,-4.338
4,1,4,-11.219
4,2,4,-1.770
4,3,4,4.545
4,4,4,-6.718
4,5,4,-2.256
4,6,4,-4.426
4,7,4,-1.623
4,8,4,-5.496
4,9,4,-1.972
5,0,4,2.878
5,1,4,9.516
5,2,4,6.559
5,3,4,-5.877
5,4,4,5.972
5,5,4,12.295
5,6,4,10.655
5,7,4,5.995
5,8,4,-8.913
5,9,4,5.333
6,0,4,-2.712
6,1,4,9.192
6,2,4,11.698
6,3,4,2.580
6,4,4,4.340
6,5,4,-9.034
6,6,4,-4.114
6,7,4,7.302
6,8,4,-4.191
6,9,4,-11.027
7,0,4,-6.748
7,1,4,10.925
7,2,4,-10.758
7,3,4,-2.527
7,4,4,4.145
7,5,4,8.362
7,6,4,7.933
7,7,4,9.063
7,8,4,-11.218
7,9,4,5.291
8,0,4,-9.249
8,1,4,6.179
8,2,4,-1.401
8,3,4,9.308
8,4,4,-10.667
8,5,4,11.998
8,6,4,-5.861
8,7,4,-10.856
8,8,4,-4.280
8,9,4,7.079
9,0,4,7.722
9,1,4,11.508
9,2,4,-10.210
9,3,4,6.746
9,4,4,-6.967
9,5,4,12.427
9,6,4,-7.046
9,7,4,-4.708
9,8,4,4.617
9,9,4,11.869
0,0,5,6.683
0,1,5,9.310
0,2,5,8.301
0,3,5,-10.405
0,4,5,-6.516
0,5,5,5.443
0,6,5,7.660
0,7,5,-9.461
0,8,5,9.915
0,9,5,-1.021
1,0,5,3.449
1,1,5,11.822
1,2,5,4.616
1,3,5,6.235
1,4,5,-9.507
1,5,5,9.384
1,6,5,-7.197
1,7,5,9.464
1,8,5,-10.440
1,9,5,12.715
2,0,5,13.414
2,1,5,-5.571
2,2,5,-1.058
2,3,5,8.491
2,4,5,4.173
2,5,5,-1.224
2,6,5,8.418
2,7,5,10.460
2,8,5,4.412
2,9,5,7.475
3,0,5,-7.062
3,1,5,8.747
3,2,5,8.485
3,3,5,-2.765
3,4,5,-3.985
3,5,5,-6.056
3,6,5,11.841
3,7,5,-4.316
3,8,5,8.537
3,9,5,-3.073
4,0,5,-8.390
4,1,5,-3.841
4,2,5,-1.305
4,3,5,11.784
4,4,5,6.284
4,5,5,-5.456
4,6,5,-7.139
4,7,5,6.085
4,8,5,5.358
4,9,5,-4.512
5,0,5,-9.790
5,1,5,4.495
5,2,5,8.034
5,3,5,12.553
5,4,5,-10.061
5,5,5,-2.351
5,6,5,-7.198
5,7,5,-9.799
5,8,5,-6.050
5,9,5,-8.188
6,0,5,8.160
6,1,5,9.778
6,2,5,-7.881
6,3,5,8.204
6,4,5,4.675
6,5,5,13.265
6,6,5,-1.712
6,7,5,-8.400
6,8,5,9.388
6,9,5,10.569
7,0,5,-2.888
7,1,5,-6.836
7,2,5,4.282
7,3,5,11.839
7,4,5,-2.492
7,5,5,10.515
7,6,5,7.371
7,7,5,12.322
7,8,5,12.309
7,9,5,-9.575
8,0,5,10.783
8,1,5,10.989
8,2,5,5.856
8,3,5,11.648
8,4,5,9.653
8,5,5,3.992
8,6,5,-6.549
8,7,5,9.682
8,8,5,13.398
8,9,5,12.003
9,0,5,8.808
9,1,5,9.265
9,2,5,-10.157
9,3,5,-6.709
9,4,5,11.998
9,5,5,-8.856
9,6,5,-4.826
9,7,5,5.553
9,8,5,11.868
9,9,5,-3.480
0,0,6,8.177
0,1,6,7.748
0,2,6,13.278
0,3,6,12.349
0,4,6,6.540
0,5,6,-5.877
0,6,6,-8.471
0,7,6,11.119
0,8,6,5.278
0,9,6,8.016
1,0,6,-7.089
1,1,6,-0.145
1,2,6,4.500
1,3,6,-1.668
1,4,6,-5.032
1,5,6,12.147
1,6,6,-7.737
1,7,6,-3.310
1,8,6,-5.236
1,9,6,-6.389
2,0,6,-7.193
2,1,6,5.848
2,2,6,-7.625
2,3,6,5.771
2,4,6,5.325
2,5,6,-6.345
2,6,6,6.147
2,7,6,-8.258
2,8,6,4.997
2,9,6,-9.995
3,0,6,12.508
3,1,6,-3.666
3,2,6,7.357
3,3,6,8.303
3,4,6,12.097
3,5,6,7.084
3,6,6,-6.644
3,7,6,13.975
3,8,6,-8.206
3,9,6,-6.007
4,0,6,-7.082
4,1,6,-4.978
4,2,6,-1.583
4,3,6,-2.173
4,4,6,-8.778
4,5,6,6.454
4,6,6,-0.273
4,7,6,-9.626
4,8,6,-9.520
4,9,6,-7.461
5,0,6,6.519
5,1,6,-6.925
5,2,6,5.446
5,3,6,10.549
5,4,6,11.122
5,5,6,14.101
5,6,6,12.073
5,7,6,-8.802
5,8,6,-4.552
5,9,6,-1.814
6,0,6,7.952
6,1,6,7.394
6,2,6,9.784
6,3,6,-9.496
6,4,6,-5.269
6,5,6,6.408
6,6,6,-6.809
6,7,6,4.366
6,8,6,5.779
6,9,6,-0.198
7,0,6,-7.998
7,1,6,8.998
7,2,6,-4.064
7,3,6,-7.339
7,4,6,13.988
7,5,6,14.098
7,6,6,-7.863
7,7,6,6.489
7,8,6,11.288
7,9,6,-1.929
8,0,6,-2.064
8,1,6,6.296
8,2,6,-9.821
8,3,6,-0.879
8,4,6,-8.308
8,5,6,4.795
8,6,6,-4.972
8,7,6,11.163
8,8,6,5.599
8,9,6,-2.400
9,0,6,-3.969
9,1,6,-1.425
9,2,6,7.432
9,3,6,-0.420
9,4,6,7.422
9,5,6,7.283
9,6,6,10.757
9,7,6,12.693
9,8,6,8.917
9,9,6,-8.825
0,0,7,11.819
0,1,7,10.266
0,2,7,9.825
0,3,7,-0.428
0,4,7,-3.534
0,5,7,7.301
0,6,7,-3.578
0,7,7,6.096
0,8,7,11.501
0,9,7,-7.266
1,0,7,-6.312
1,1,7,-8.212
1,2,7,-1.516
1,3,7,7.670
1,4,7,-3.581
1,5,7,12.313
1,6,7,-3.176
1,7,7,0.331
1,8,7,11.049
1,9,7,10.322
2,0,7,13.230
2,1,7,8.349
2,2,7,11.266
2,3,7,7.082
2,4,7,8.815
2,5,7,-7.846
2,6,7,-9.034
2,7,7,-4.690
2,8,7,13.400
2,9,7,13.135
3,0,7,8.767
3,1,7,-2.175
3,2,7,-0.555
3,3,7,-3.664
3,4,7,-8.633
3,5,7,14.615
3,6,7,11.762
3,7,7,12.970
3,8,7,8.162
3,9,7,9.014
4,0,7,-9.160
4,1,7,-5.115
4,2,7,6.846
4,3,7,13.252
4,4,7,14.235
4,5,7,-8.692
4,6,7,9.524
4,7,7,-1.235
4,8,7,8.373
4,9,7,-3.263
5,0,7,12.975
5,1,7,-4.168
5,2,7,7.238
5,3,7,-8.889
5,4,7,14.241
5,5,7,6.489
5,6,7,13.838
5,7,7,5.527
5,8,7,-1.140
5,9,7,-1.261
6,0,7,7.930
6,1,7,-8.914
6,2,7,6.239
6,3,7,-1.355
6,4,7,13.003
6,5,7,-7.989
6,6,7,13.517
6,7,7,14.109
6,8,7,0.151
6,9,7,7.265
7,0,7,13.379
7,1,7,9.523
7,2,7,-6.328
7,3,7,12.623
7,4,7,-1.125
7,5,7,9.231
7,6,7,14.381
7,7,7,9.864
7,8,7,-8.748
7,9,7,13.512
8,0,7,-9.290
8,1,7,-0.230
8,2,7,0.466
8,3,7,7.639
8,4,7,0.219
8,5,7,5.826
8,6,7,7.609
8,7,7,6.634
8,8,7,-6.678
8,9,7,-4.920
9,0,7,-5.515
9,1,7,5.840
9,2,7,5.384
9,3,7,9.592
9,4,7,-3.147
9,5,7,12.169
9,6,7,-6.835
9,7,7,11.972
9,8,7,12.222
9,9,7,5.917
0,0,8,7.873
0,1,8,14.223
0,2,8,15.351
0,3,8,-7.611
0,4,8,7.221
0,5,8,0.115
0,6,8,10.343
0,7,8,14.682
0,8,8,-4.534
0,9,8,13.000
1,0,8,8.064
1,1,8,1.282
1,2,8,8.535
1,3,8,13.608
1,4,8,6.324
1,5,8,6.445
1,6,8,-1.821
1,7,8,10.404
1,8,8,-5.655
1,9,8,15.808
2,0,8,7.298
2,1,8,9.210
2,2,8,-0.603
2,3,8,-6.340
2,4,8,11.422
2,5,8,12.229
2,6,8,9.464
2,7,8,-1.012
2,8,8,-4.445
2,9,8,15.474
3,0,8,13.098
3,1,8,10.718
3,2,8,15.509
3,3,8,7.183
3,4,8,-0.442
3,5,8,6.303
3,6,8,11.563
3,7,8,-7.682
3,8,8,-7.185
3,9,8,12.306
4,0,8,10.955
4,1,8,9.964
4,2,8,11.830
4,3,8,10.103
4,4,8,9.373
4,5,8,6.256
4,6,8,12.446
4,7,8,0.487
4,8,8,14.363
4,9,8,9.099
5,0,8,7.537
5,1,8,-1.248
5,2,8,0.500
5,3,8,12.501
5,4,8,9.370
5,5,8,10.319
5,6,8,13.146
5,7,8,11.170
5,8,8,-4.168
5,9,8,13.643
6,0,8,10.128
6,1,8,6.159
6,2,8,-0.986
6,3,8,13.091
6,4,8,7.310
6,5,8,-7.946
6,6,8,11.744
6,7,8,-4.006
6,8,8,-0.769
6,9,8,-1.713
7,0,8,-1.923
7,1,8,7.802
7,2,8,-8.253
7,3,8,1.333
7,4,8,10.614
7,5,8,-3.044
7,6,8,9.692
7,7,8,14.944
7,8,8,11.361
7,9,8,6.879
8,0,8,6.263
8,1,8,-0.843
8,2,8,11.204
8,3,8,0.898
8,4,8,0.886
8,5,8,7.361
8,6,8,11.611
8,7,8,12.170
8,8,8,13.206
8,9,8,12.642
9,0,8,-8.324
9,1,8,-0.465
9,2,8,15.625
9,3,8,0.216
9,4,8,0.714
9,5,8,-5.465
9,6,8,15.121
9,7,8,-6.400
9,8,8,13.145
9,9,8,-2.721
0,0,9,15.985
0,1,9,14.259
0,2,9,0.571
0,3,9,11.325
0,4,9,16.224
0,5,9,0.469
0,6,9,8.532
0,7,9,9.563
0,8,9,12.243
0,9,9,8.548
1,0,9,15.760
1,1,9,13.901
1,2,9,16.932
1,3,9,16.042
1,4,9,-7.765
1,5,9,11.898
1,6,9,11.051
1,7,9,-3.328
1,8,9,11.603
1,9,9,11.825
2,0,9,12.311
2,1,9,15.728
2,2,9,7.524
2,3,9,16.883
2,4,9,16.095
2,5,9,9.014
2,6,9,-1.043
2,7,9,15.617
2,8,9,10.741
2,9,9,8.368
3,0,9,15.311
3,1,9,12.231
3,2,9,16.414
3,3,9,10.303
3,4,9,13.280
3,5,9,-3.026
3,6,9,-6.947
3,7,9,-7.959
3,8,9,7.486
3,9,9,-7.221
4,0,9,-2.137
4,1,9,0.590
4,2,9,13.251
4,3,9,16.115
4,4,9,14.134
4,5,9,15.535
4,6,9,15.075
4,7,9,9.774
4,8,9,-6.999
4,9,9,-4.052
5,0,9,14.005
5,1,9,-0.848
5,2,9,-6.733
5,3,9,12.321
5,4,9,11.137
5,5,9,0.405
5,6,9,8.677
5,7,9,10.321
5,8,9,-1.777
5,9,9,-5.366
6,0,9,-4.653
6,1,9,12.746
6,2,9,0.426
6,3,9,9.873
6,4,9,-3.698
6,5,9,13.837
6,6,9,-4.528
6,7,9,8.708
6,8,9,8.173
6,9,9,11.230
7,0,9,0.543
7,1,9,16.333
7,2,9,16.039
7,3,9,8.772
7,4,9,-7.287
7,5,9,7.071
7,6,9,-1.184
7,7,9,8.414
7,8,9,9.898
7,9,9,13.431
8,0,9,1.349
8,1,9,12.342
8,2,9,9.756
8,3,9,-5.286
8,4,9,-6.396
8,5,9,12.798
8,6,9,9.215
8,7,9,-0.089
8,8,9,11.106
8,9,9,14.782
9,0,9,13.199
9,1,9,-4.133
9,2,9,-3.808
9,3,9,-3.825
9,4,9,16.689
9,5,9,-1.485
9,6,9,-2.702
9,7,9,9.833
9,8,9,11.814
9,9,9,11.884
